state,county,total_votes,percent
West Virginia,Doddridge County,3124,95
West Virginia,Fayette County,16794,99
West Virginia,Gilmer County,2797,94
West Virginia,Grant County,5452,95
West Virginia,Greenbrier County,15374,95
West Virginia,Hampshire County,9872,99
West Virginia,Hancock County,13882,95
West Virginia,Hardy County,6207,95
West Virginia,Harrison County,30559,95
West Virginia,Jackson County,13320,95
West Virginia,Jefferson County,27300,95
West Virginia,Kanawha County,83259,95
West Virginia,Lewis County,7621,95
West Virginia,Lincoln County,7773,95
West Virginia,Logan County,13595,95
West Virginia,McDowell County,6823,95
West Virginia,Marion County,25170,95
West Virginia,Marshall County,14445,95
West Virginia,Mason County,11205,95
West Virginia,Mercer County,25103,99
West Virginia,Mineral County,12720,95
West Virginia,Mingo County,10461,95
West Virginia,Monongalia County,42000,95
West Virginia,Monroe County,6386,95
West Virginia,Morgan County,8365,95
West Virginia,Nicholas County,10440,95
West Virginia,Ohio County,19732,95
West Virginia,Pendleton County,3563,95
West Virginia,Pleasants County,3500,95
West Virginia,Pocahontas County,4011,95
West Virginia,Preston County,14700,95
West Virginia,Putnam County,28410,99
West Virginia,Raleigh County,32371,95
West Virginia,Randolph County,11964,95
West Virginia,Ritchie County,4483,95
West Virginia,Roane County,5772,95
West Virginia,Summers County,5600,95
West Virginia,Taylor County,7146,95
West Virginia,Tucker County,3799,95
West Virginia,Tyler County,4019,95
West Virginia,Upshur County,10140,95
West Virginia,Wayne County,16700,95
West Virginia,Webster County,3276,95
West Virginia,Wetzel County,6892,95
West Virginia,Wirt County,2664,95
West Virginia,Wood County,38487,99
West Virginia,Wyoming County,8614,95
Wisconsin,Adams County,11808,99
Wisconsin,Ashland County,8744,99
Wisconsin,Barron County,25333,99
Wisconsin,Bayfield County,10885,99
Wisconsin,Brown County,144011,99
Wisconsin,Buffalo County,7811,99
Wisconsin,Burnett County,10141,99
Wisconsin,Calumet County,30858,99
Wisconsin,Chippewa County,35945,99
Wisconsin,Clark County,14873,99
Wisconsin,Columbia County,33917,99
Wisconsin,Crawford County,8698,99
Wisconsin,Dane County,344745,99
Wisconsin,Dodge County,48497,99
Wisconsin,Door County,20117,99
Wisconsin,Douglas County,24668,99
Wisconsin,Dunn County,23543,99
Wisconsin,Eau Claire County,58235,99
Wisconsin,Florence County,2939,99
Wisconsin,Fond du Lac County,57322,99
Wisconsin,Forest County,5052,99
Wisconsin,Grant County,25379,99
Wisconsin,Green County,21400,99
Wisconsin,Green Lake County,10663,99
Wisconsin,Iowa County,13984,99
Wisconsin,Iron County,4031,99
Wisconsin,Jackson County,10187,99
Wisconsin,Jefferson County,48032,99
Wisconsin,Juneau County,13702,99
Wisconsin,Kenosha County,88691,99
Wisconsin,Kewaunee County,12071,99
Wisconsin,La Crosse County,67798,99
Wisconsin,Lafayette County,8557,99
Wisconsin,Langlade County,11159,99
Wisconsin,Lincoln County,16531,99
Wisconsin,Manitowoc County,44806,99
Wisconsin,Marathon County,76741,99
Wisconsin,Marinette County,22977,99
Wisconsin,Marquette County,9060,99
Wisconsin,Menominee County,1586,99
Wisconsin,Milwaukee County,458935,99
Wisconsin,Monroe County,22564,99
Wisconsin,Oconto County,23214,99
Wisconsin,Oneida County,24159,99
Wisconsin,Outagamie County,108223,99
Wisconsin,Ozaukee County,61453,99
Wisconsin,Pepin County,4140,99
Wisconsin,Pierce County,22973,99
Wisconsin,Polk County,26326,99
Wisconsin,Portage County,40601,99
Wisconsin,Price County,8645,99
Wisconsin,Racine County,106441,99
Wisconsin,Richland County,8745,99
Wisconsin,Rock County,85348,99
Wisconsin,Rusk County,7881,99
Wisconsin,St. Croix County,56701,99
Wisconsin,Sauk County,36249,99
Wisconsin,Sawyer County,10479,99
Wisconsin,Shawano County,22878,99
Wisconsin,Sheboygan County,66020,99
Wisconsin,Taylor County,10683,99
Wisconsin,Trempealeau County,15356,99
Wisconsin,Vernon County,15910,99
Wisconsin,Vilas County,15338,99
Wisconsin,Walworth County,57588,99
Wisconsin,Washburn County,10371,99
Wisconsin,Washington County,88254,99
Wisconsin,Waukesha County,267957,99
Wisconsin,Waupaca County,29118,99
Wisconsin,Waushara County,13564,99
Wisconsin,Winnebago County,94032,99
Wisconsin,Wood County,41196,99
Wyoming,Albany County,18255,99
Wyoming,Big Horn County,5955,95
Wyoming,Campbell County,19564,99
Wyoming,Carbon County,7233,92
Wyoming,Converse County,7452,94
Wyoming,Crook County,4285,95
Wyoming,Fremont County,19066,95
Wyoming,Goshen County,6492,95
Wyoming,Hot Springs County,2896,89
Wyoming,Johnson County,4947,95
Wyoming,Laramie County,45885,95
Wyoming,Lincoln County,10600,95
Wyoming,Natrona County,37350,94
Wyoming,Niobrara County,1472,89
Wyoming,Park County,16699,99
Wyoming,Platte County,5072,95
Wyoming,Sheridan County,16428,99
Wyoming,Sublette County,5000,95
Wyoming,Sweetwater County,16489,99
Wyoming,Teton County,14142,95
Wyoming,Uinta County,9486,95
Wyoming,Washakie County,4381,92
Wyoming,Weston County,3949,90
Alabama,Cherokee County,12275,99
Alabama,Chilton County,19581,95
Alabama,Choctaw County,7198,95
Alabama,Clarke County,12512,95
Alabama,Clay County,6904,99
Alabama,Cleburne County,6068,99
Alabama,Coffee County,22180,99
Alabama,Colbert County,24668,99
Alabama,Conecuh County,6419,99
Alabama,Coosa County,5439,95
Alabama,Autauga County,25781,95
Alabama,Covington County,17418,99
Alabama,Crenshaw County,6625,95
Alabama,Cullman County,40374,95
Alabama,Dale County,19699,99
Alabama,Dallas County,18927,94
Alabama,DeKalb County,29322,99
Alabama,Elmore County,40891,99
Alabama,Escambia County,15861,99
Alabama,Etowah County,47358,99
Alabama,Fayette County,8794,95
Alabama,Baldwin County,106641,95
Alabama,Franklin County,12564,99
Alabama,Geneva County,12534,95
Alabama,Greene County,4824,95
Alabama,Hale County,7922,99
Alabama,Henry County,9043,95
Alabama,Houston County,45750,99
Alabama,Jackson County,22369,95
Alabama,Jefferson County,275449,99
Alabama,Lamar County,7187,99
Alabama,Lauderdale County,44149,99
Alabama,Barbour County,10457,99
Alabama,Lawrence County,15957,99
Alabama,Lee County,66294,95
Alabama,Limestone County,49000,95
Alabama,Lowndes County,6794,95
Alabama,Macon County,8697,99
Alabama,Madison County,195000,95
Alabama,Marengo County,10882,99
Alabama,Marion County,12231,99
Alabama,Marshall County,39425,99
Alabama,Mobile County,195848,93
Alabama,Bibb County,9104,95
Alabama,Monroe County,10610,99
Alabama,Montgomery County,98153,99
Alabama,Morgan County,53987,95
Alabama,Perry County,5215,99
Alabama,Pickens County,9634,99
Alabama,Pike County,13796,99
Alabama,Randolph County,10734,95
Alabama,Russell County,17395,95
Alabama,St. Clair County,40935,95
Alabama,Shelby County,114439,99
Alabama,Blount County,27459,99
Alabama,Sumter County,6282,99
Alabama,Talladega County,35591,99
Alabama,Tallapoosa County,18083,99
Alabama,Tuscaloosa County,92624,95
Alabama,Walker County,31418,95
Alabama,Washington County,8852,99
Alabama,Wilcox County,5918,95
Alabama,Winston County,10994,95
Alabama,Bullock County,4603,99
Alabama,Butler County,9466,99
Alabama,Calhoun County,49412,95
Alabama,Chambers County,15083,95
Arkansas,Clark County,8358,99
Arkansas,Clay County,5363,95
Arkansas,Cleburne County,12617,99
Arkansas,Cleveland County,3459,95
Arkansas,Columbia County,8550,99
Arkansas,Conway County,8641,99
Arkansas,Craighead County,38364,99
Arkansas,Crawford County,25144,95
Arkansas,Crittenden County,18722,86
Arkansas,Cross County,7090,95
Arkansas,Arkansas County,6697,94
Arkansas,Dallas County,3454,77
Arkansas,Desha County,4950,84
Arkansas,Drew County,6841,95
Arkansas,Faulkner County,54000,95
Arkansas,Franklin County,6982,95
Arkansas,Fulton County,5098,99
Arkansas,Garland County,45702,95
Arkansas,Grant County,8197,99
Arkansas,Greene County,16352,95
Arkansas,Hempstead County,7270,95
Arkansas,Ashley County,7911,99
Arkansas,Hot Spring County,13377,93
Arkansas,Howard County,4821,95
Arkansas,Independence County,14041,95
Arkansas,Izard County,5619,95
Arkansas,Jackson County,5076,99
Arkansas,Jefferson County,30669,82
Arkansas,Johnson County,9397,95
Arkansas,Lafayette County,3280,80
Arkansas,Lawrence County,5863,95
Arkansas,Lee County,3835,74
Arkansas,Baxter County,22138,95
Arkansas,Lincoln County,3870,99
Arkansas,Little River County,5178,99
Arkansas,Logan County,8170,95
Arkansas,Lonoke County,30352,95
Arkansas,Madison County,7315,99
Arkansas,Marion County,7481,99
Arkansas,Miller County,18022,92
Arkansas,Mississippi County,13794,89
Arkansas,Monroe County,3618,78
Arkansas,Montgomery County,3671,95
Arkansas,Benton County,117000,95
Arkansas,Nevada County,3358,99
Arkansas,Newton County,3870,95
Arkansas,Ouachita County,11553,78
Arkansas,Perry County,4607,99
Arkansas,Phillips County,6155,99
Arkansas,Pike County,4240,99
Arkansas,Poinsett County,7964,93
Arkansas,Polk County,8489,95
Arkansas,Pope County,25277,95
Arkansas,Prairie County,3552,95
Arkansas,Boone County,17103,99
Arkansas,Pulaski County,178949,92
Arkansas,Randolph County,6769,99
Arkansas,St. Francis County,9365,75
Arkansas,Saline County,56903,99
Arkansas,Scott County,3754,59
Arkansas,Searcy County,3845,95
Arkansas,Sebastian County,49993,94
Arkansas,Sevier County,4705,95
Arkansas,Sharp County,7511,95
Arkansas,Stone County,5919,99
Arkansas,Bradley County,3767,95
Arkansas,Union County,17715,93
Arkansas,Van Buren County,7569,95
Arkansas,Washington County,91684,95
Arkansas,White County,31359,95
Arkansas,Woodruff County,2769,89
Arkansas,Yell County,6641,95
Arkansas,Calhoun County,2340,92
Arkansas,Carroll County,11095,95
Arkansas,Chicot County,4884,84
California,Fresno County,321844,95
California,Glenn County,10796,89
California,Humboldt County,67540,68
California,Imperial County,54824,66
California,Inyo County,9218,95
California,Kern County,278346,59
California,Kings County,38663,95
California,Lake County,27936,40
California,Lassen County,12138,86
California,Los Angeles County,3915111,94
California,Alameda County,745863,75
California,Madera County,49148,95
California,Marin County,158771,85
California,Mariposa County,10229,95
California,Mendocino County,42724,59
California,Merced County,80699,90
California,Modoc County,4539,84
California,Mono County,6015,95
California,Monterey County,152085,86
California,Napa County,69964,81
California,Nevada County,62626,64
California,Alpine County,738,95
California,Orange County,1365174,95
California,Placer County,208436,89
California,Plumas County,11409,95
California,Riverside County,856586,65
California,Sacramento County,324230,95
California,San Benito County,24993,95
California,San Bernardino County,745541,77
California,San Diego County,1489296,95
California,San Francisco County,462603,89
California,San Joaquin County,255549,61
California,Amador County,20217,95
California,San Luis Obispo County,116049,95
California,San Mateo County,358398,79
California,Santa Barbara County,201536,77
California,Santa Clara County,802228,80
California,Santa Cruz County,146856,94
California,Shasta County,91260,95
California,Sierra County,2086,92
California,Siskiyou County,23361,95
California,Solano County,189369,95
California,Sonoma County,263628,75
California,Butte County,108943,90
California,Stanislaus County,196246,85
California,Sutter County,38216,94
California,Tehama County,27255,79
California,Trinity County,6482,79
California,Tulare County,128061,95
California,Tuolumne County,29103,95
California,Ventura County,400968,89
California,Yolo County,93583,69
California,Yuba County,26218,72
California,Calaveras County,26375,85
California,Colusa County,4235,95
California,Contra Costa County,531440,94
California,Del Norte County,10896,95
California,El Dorado County,106694,95
Colorado,Clear Creek County,6824,92
Colorado,Conejos County,4113,99
Colorado,Costilla County,2181,93
Colorado,Crowley County,1675,95
Colorado,Custer County,3618,95
Colorado,Delta County,19812,95
Colorado,Denver County,391585,90
Colorado,Dolores County,1389,99
Colorado,Douglas County,222171,99
Colorado,Eagle County,28427,99
Colorado,Adams County,228525,95
Colorado,Elbert County,18854,95
Colorado,El Paso County,371068,95
Colorado,Fremont County,25928,95
Colorado,Garfield County,31235,95
Colorado,Gilpin County,4160,95
Colorado,Grand County,10134,95
Colorado,Gunnison County,11106,95
Colorado,Hinsdale County,658,95
Colorado,Huerfano County,4389,99
Colorado,Jackson County,873,99
Colorado,Alamosa County,8188,92
Colorado,Jefferson County,348372,95
Colorado,Kiowa County,938,95
Colorado,Kit Carson County,4061,93
Colorado,Lake County,4000,95
Colorado,La Plata County,35280,99
Colorado,Larimer County,227992,95
Colorado,Las Animas County,8097,95
Colorado,Lincoln County,2672,95
Colorado,Logan County,11472,91
Colorado,Mesa County,91631,93
Colorado,Arapahoe County,357594,95
Colorado,Mineral County,715,95
Colorado,Moffat County,7158,95
Colorado,Montezuma County,15120,99
Colorado,Montrose County,24999,95
Colorado,Morgan County,14113,95
Colorado,Otero County,9973,95
Colorado,Ouray County,3906,95
Colorado,Park County,12292,95
Colorado,Phillips County,2558,95
Colorado,Pitkin County,12417,95
Colorado,Archuleta County,8577,99
Colorado,Prowers County,5919,93
Colorado,Pueblo County,92802,93
Colorado,Rio Blanco County,3785,95
Colorado,Rio Grande County,6280,99
Colorado,Routt County,16503,95
Colorado,Saguache County,3332,99
Colorado,San Juan County,563,99
Colorado,San Miguel County,5108,95
Colorado,Sedgwick County,1497,95
Colorado,Summit County,19085,95
Colorado,Baca County,2193,99
Colorado,Teller County,17044,95
Colorado,Washington County,2998,95
Colorado,Weld County,159805,95
Colorado,Yuma County,5255,93
Colorado,Broomfield County,40958,99
Colorado,Bent County,2131,95
Colorado,Boulder County,222008,87
Colorado,Chaffee County,13275,95
Colorado,Cheyenne County,1209,91
Connecticut,North Canaan,1690,95
Connecticut,North Haven,15220,29
Connecticut,North Stonington,3394,95
Connecticut,Norwalk,42820,95
Connecticut,Norwich,15093,95
Connecticut,Old Lyme,5500,95
Connecticut,Old Saybrook,7500,95
Connecticut,Orange,9371,95
Connecticut,Oxford,8224,95
Connecticut,Plainfield,7200,95
Connecticut,Bethlehem,2595,91
Connecticut,Plainville,9747,95
Connecticut,Plymouth,6507,95
Connecticut,Pomfret,2500,95
Connecticut,Portland,5883,95
Connecticut,Preston,2816,95
Connecticut,Prospect,6255,95
Connecticut,Putnam,4400,95
Connecticut,Redding,6145,95
Connecticut,Ridgefield,16012,95
Connecticut,Rocky Hill,11019,95
Connecticut,Bloomfield,13322,95
Connecticut,Roxbury,1654,95
Connecticut,Salem,2628,95
Connecticut,Salisbury,2611,95
Connecticut,Scotland,1018,95
Connecticut,Seymour,9191,95
Connecticut,Sharon,1613,95
Connecticut,Shelton,23360,95
Connecticut,Sherman,2393,95
Connecticut,Simsbury,16000,95
Connecticut,Somers,6377,90
Connecticut,Bolton,3362,95
Connecticut,Southbury,12970,95
Connecticut,Southington,26116,95
Connecticut,South Windsor,15628,95
Connecticut,Sprague,1690,92
Connecticut,Stafford,6758,95
Connecticut,Stamford,58529,84
Connecticut,Sterling,2000,95
Connecticut,Stonington,12000,95
Connecticut,Stratford,28281,94
Connecticut,Suffield,8465,95
Connecticut,Bozrah,1557,95
Connecticut,Thomaston,4448,95
Connecticut,Thompson,5300,95
Connecticut,Tolland,9519,95
Connecticut,Torrington,16947,95
Connecticut,Trumbull,22228,95
Connecticut,Union,578,95
Connecticut,Vernon,15186,95
Connecticut,Voluntown,1551,95
Connecticut,Wallingford,25352,95
Connecticut,Warren,961,95
Connecticut,Branford,17478,95
Connecticut,Washington,2332,95
Connecticut,Waterbury,37765,95
Connecticut,Waterford,11965,95
Connecticut,Watertown,13310,95
Connecticut,Westbrook,4247,95
Connecticut,West Hartford,37348,95
Connecticut,West Haven,23485,95
Connecticut,Weston,6397,95
Connecticut,Westport,17297,95
Connecticut,Wethersfield,15929,95
Connecticut,Bridgeport,44307,95
Connecticut,Willington,3356,95
Connecticut,Wilton,11638,95
Connecticut,Winchester,5593,92
Connecticut,Windham,9411,89
Connecticut,Windsor,17938,95
Connecticut,Windsor Locks,6884,95
Connecticut,Wolcott,10183,95
Connecticut,Woodbridge,5995,95
Connecticut,Woodbury,6642,95
Connecticut,Woodstock,5024,95
Connecticut,Bridgewater,1278,95
Connecticut,Bristol,29630,95
Connecticut,Brookfield,10730,95
Connecticut,Brooklyn,4166,95
Connecticut,Andover,2137,95
Connecticut,Burlington,6031,95
Connecticut,Canaan,679,95
Connecticut,Canterbury,3037,95
Connecticut,Canton,6722,95
Connecticut,Chaplin,1289,95
Connecticut,Cheshire,17272,95
Connecticut,Chester,2546,95
Connecticut,Clinton,8054,95
Connecticut,Colchester,9622,95
Connecticut,Colebrook,1007,95
Connecticut,Ansonia,8375,95
Connecticut,Columbia,3678,95
Connecticut,Cornwall,1034,95
Connecticut,Coventry,7597,95
Connecticut,Cromwell,8640,95
Connecticut,Danbury,32311,95
Connecticut,Darien,12617,95
Connecticut,Deep River,2919,95
Connecticut,Derby,5768,95
Connecticut,Durham,4795,91
Connecticut,Eastford,1077,95
Connecticut,Ashford,2612,95
Connecticut,East Granby,3304,95
Connecticut,East Haddam,5697,95
Connecticut,East Hampton,8114,95
Connecticut,East Hartford,21333,95
Connecticut,East Haven,14175,99
Connecticut,East Lyme,11439,95
Connecticut,Easton,5069,95
Connecticut,East Windsor,5937,95
Connecticut,Ellington,9186,95
Connecticut,Enfield,21234,95
Connecticut,Avon,11874,95
Connecticut,Essex,4750,95
Connecticut,Fairfield,35339,95
Connecticut,Farmington,16127,99
Connecticut,Franklin,1229,95
Connecticut,Glastonbury,21980,95
Connecticut,Goshen,2042,95
Connecticut,Granby,7290,95
Connecticut,Greenwich,34954,95
Connecticut,Griswold,5909,95
Connecticut,Groton,17200,95
Connecticut,Barkhamsted,2464,95
Connecticut,Guilford,5089,99
Connecticut,Haddam,5566,95
Connecticut,Hamden,31018,95
Connecticut,Hampton,1186,95
Connecticut,Hartford,38121,86
Connecticut,Hartland,1387,93
Connecticut,Harwinton,3816,95
Connecticut,Hebron,6300,95
Connecticut,Kent,1922,95
Connecticut,Killingly,7715,95
Connecticut,Beacon Falls,3732,95
Connecticut,Killingworth,4497,95
Connecticut,Lebanon,4422,95
Connecticut,Ledyard,8176,95
Connecticut,Lisbon,2443,95
Connecticut,Litchfield,5442,95
Connecticut,Lyme,1894,94
Connecticut,Madison,12223,95
Connecticut,Manchester,27819,95
Connecticut,Mansfield,12859,58
Connecticut,Marlborough,4076,95
Connecticut,Berlin,12993,95
Connecticut,Meriden,25136,95
Connecticut,Middlebury,5034,95
Connecticut,Middlefield,2952,95
Connecticut,Middletown,23793,95
Connecticut,Milford,31529,95
Connecticut,Monroe,12217,95
Connecticut,Montville,8929,95
Connecticut,Morris,1588,95
Connecticut,Naugatuck,14764,53
Connecticut,New Britain,25007,95
Connecticut,Bethany,3786,95
Connecticut,New Canaan,12282,95
Connecticut,New Fairfield,8623,95
Connecticut,New Hartford,4617,95
Connecticut,New Haven,50000,84
Connecticut,Newington,17574,63
Connecticut,New London,9729,94
Connecticut,New Milford,15308,95
Connecticut,Newtown,17202,95
Connecticut,Norfolk,1083,95
Connecticut,North Branford,8572,95
Connecticut,Bethel,11028,95
Alaska,ED 10,10396,47
Alaska,ED 11,11142,47
Alaska,ED 12,10974,21
Alaska,ED 13,7513,43
Alaska,ED 14,11983,34
Alaska,ED 15,5729,38
Alaska,ED 16,8551,36
Alaska,ED 17,7806,32
Alaska,ED 18,8512,35
Alaska,ED 19,5511,49
Alaska,ED 1,7634,56
Alaska,ED 20,8211,37
Alaska,ED 21,9944,34
Alaska,ED 22,9628,52
Alaska,ED 23,7963,53
Alaska,ED 24,10684,51
Alaska,ED 25,9346,52
Alaska,ED 26,10241,51
Alaska,ED 27,10100,48
Alaska,ED 28,13141,43
Alaska,ED 29,10803,17
Alaska,ED 2,6316,37
Alaska,ED 30,10293,16
Alaska,ED 31,11709,24
Alaska,ED 32,8593,8
Alaska,ED 33,11424,40
Alaska,ED 34,10846,49
Alaska,ED 35,10398,12
Alaska,ED 36,9504,45
Alaska,ED 37,5821,3
Alaska,ED 38,5859,4
Alaska,ED 39,6485,16
Alaska,ED 3,8755,54
Alaska,ED 40,5302,2
Alaska,ED 4,10949,38
Alaska,ED 5,9092,42
Alaska,ED 6,9729,40
Alaska,ED 7,9538,56
Alaska,ED 8,9284,31
Alaska,ED 9,10297,19
Arizona,Navajo County,57000,90
Arizona,Pima County,526994,95
Arizona,Pinal County,189960,90
Arizona,Santa Cruz County,21000,93
Arizona,Yavapai County,140500,95
Arizona,Yuma County,70532,95
Arizona,Apache County,34000,81
Arizona,Cochise County,61000,89
Arizona,Coconino County,73000,95
Arizona,Gila County,27723,95
Arizona,Graham County,14995,95
Arizona,Greenlee County,3690,95
Arizona,La Paz County,7000,95
Arizona,Maricopa County,2083000,95
Arizona,Mohave County,106000,95
